,startstationlatitude,startstationlongitude,startstationname,startstationid
458,40.72906,-73.95779,Milton St & Franklin St,3112
459,40.7111305,-74.0788855,MLK Light Rail,3200
460,40.6851443,-73.95380904,Monroe St & Bedford Ave,344
461,40.6845683,-73.95881081,Monroe St & Classon Ave,289
462,40.686203,-73.944694,Monroe St & Tompkins Ave,3241
463,40.6942811413973,-73.9923003315926,Montague St & Clinton St,3246
464,40.70767788,-73.94016171,Montrose Ave & Bushwick Ave,3074
465,40.72317958,-73.99480012,Mott St & Prince St,251
466,40.7149787,-74.013012,Murray St & West St,309
467,40.69681963,-73.93756926,Myrtle Ave & Lewis Ave,3064
468,40.69539817,-73.94954908,Myrtle Ave & Marcy Ave,3062
469,40.69327018,-73.97703874,Myrtle Ave & St Edwards St,245
470,40.72153267,-73.95782357,N 11 St & Wythe Ave,3103
471,40.72079821,-73.95484712,N 12 St & Bedford Ave,3101
472,40.724055,-73.955736,N 15 St & Wythe Ave,3105
473,40.71745169,-73.95850939,N 6 St & Bedford Ave,3093
474,40.71774592,-73.95600096,N 8 St & Driggs Ave,3090
475,40.7248125644002,-73.947526216507,Nassau Ave & Newell St,3100
476,40.72557,-73.94434,Nassau Ave & Russell St,3108
477,40.69839895,-73.98068914,Nassau St & Navy St,144
478,40.72152515,-74.046304543,Newark Ave,3211
479,40.7272235,-74.0337589,Newport PATH,3202
480,40.7287448,-74.0321082,Newport Pkwy,3199
481,40.71921585,-73.9424469,N Henry St & Richardson St,3097
482,40.7101087,-74.0858489,NJCU,3188
483,40.7172274,-73.98802084,Norfolk St & Broome St,311
484,40.7258483,-73.95064893,Norman Ave & Leonard St,3111
485,40.752559,-74.044725,North St,3197
486,40.69527008,-73.95238108,Nostrand Ave & Myrtle Ave,3063
487,40.751483,-73.996764,NYCBS Depot - FAR,3017
488,40.7169097804597,-73.9838379621506,NYCBS Depot - PIT,3250
489,40.646768,-74.01651,NYCBS Depot - SSP,255
490,40.729193,-73.976655,NYCBS Depot - STY,3219
491,40.7376037,-74.0524783,Oakland Ave,3207
492,40.70277159,-73.99383605,Old Fulton St,217
493,40.7037992,-74.00838676,Old Slip & Front St,337
494,40.7589848139963,-73.9937996864319,PABT Valet,3236
495,40.6853761,-73.98302136,Pacific St & Nevins St,3412
496,40.698617,-73.941342,Park Ave & Marcus Garvey Blvd,3179
497,40.69608941,-73.97803415,Park Ave & St Edwards St,119
498,40.7141454,-74.0335519,Paulus Hook,3184
499,40.70281858,-73.98765762,Pearl St & Anchorage Pl,414
500,40.7047177,-74.00926027,Pearl St & Hanover Square,415
501,40.707873,-74.00167,Peck Slip & Front St,279
502,40.7512835969623,-73.9969244599342,Penn Station Valet,3230
503,40.73535398,-74.00483091,Perry St & Bleecker St,247
504,40.742677141,-74.051788633,Pershing Field,3210
505,40.751873,-73.977706,Pershing Square North,519
506,40.751581,-73.97791,Pershing Square South,517
507,40.7277140777778,-74.011295735836,Pier 40 - Hudson River Park,3256
508,40.71406667,-73.99293911,Pike St & E Broadway,295
509,40.71173107,-73.99193043,Pike St & Monroe St,331
510,40.6777748,-74.0094613,Pioneer St & Richards St,3342
511,40.679043,-74.011169,Pioneer St & Van Brunt St,3344
512,40.71926081,-73.98178024,Pitt St & Stanton St,400
513,40.6750207,-73.97111473,Plaza St West & Flatbush Ave,3418
514,40.6828003,-73.99990419,President St & Henry St,3388
515,40.6651468153379,-73.9763760566711,Prospect Park West & 8 St,3300
516,40.6793307,-73.97519523,Prospect Pl & 6 Ave,3415
517,40.6933982,-73.939877,Pulaski St & Marcus Garvey Blvd,3059
518,40.68402,-73.94977,Putnam Ave & Nostrand Ave,3048
519,40.6851532,-73.94111,Putnam Ave & Throop Ave,3050
520,40.75110165,-73.94073717,Queens Plaza North & Crescent St,3129
521,40.70531194,-73.97100056,Railroad Ave & Kay Ave,2005
522,40.71450451,-74.00562789,Reade St & Broadway,330
523,40.6747844,-74.01612847,Reed St & Van Brunt St,3353
524,40.7190789117956,-73.9422369003296,Richardson St & N Henry St,3430
525,40.6794327,-74.00785041,Richards St & Delavan St,3393
526,40.777507027548,-73.9888858795166,Riverside Blvd & W 67 St,3173
527,40.8013434,-73.9711457439,Riverside Dr & W 104 St,3331
528,40.7805779901033,-73.9856243133545,Riverside Dr & W 72 St,3166
529,40.78414472,-73.98362492,Riverside Dr & W 78 St,3178
530,40.78720869,-73.98128127,Riverside Dr & W 82 St,3169
531,40.7933718,-73.97685115,Riverside Dr & W 91 St,3291
532,40.7443187,-74.0439909,Riverview Park,3196
533,40.72110063,-73.9919254,Rivington St & Chrystie St,473
534,40.71850211,-73.98329859,Rivington St & Ridge St,349
535,40.71469,-73.95739,Roebling St & N 4 St,3085
536,40.71260486,-73.96264403,S 3 St & Bedford Ave,481
537,40.70934,-73.95608,S 4 St & Rodney St,3080
538,40.71285887,-73.96590294,S 4 St & Wythe Ave,460
539,40.710451,-73.960876,S 5 Pl & S 4 St,532
540,40.699773,-73.979927,Sands St & Navy St,2001
541,40.6910292567797,-73.991833627224,Schermerhorn St & Court St,3242
542,40.70870368,-73.9448625,Scholes St & Manhattan Ave,3076
543,40.728145,-73.990214,Shevchenko Pl & E 7 St,300
544,40.7307426253066,-74.0637838840485,Sip Ave,3195
545,40.6787242,-73.99599099,Smith St & 3 St,3384
546,40.6746957,-73.99785768,Smith St & 9 St,3398
547,40.6923166071919,-74.0148657560349,Soissons Landing,3254
548,40.711512,-74.015756,South End Ave & Liberty St,3002
549,40.70355377,-74.00670227,South St & Gouverneur Ln,315
550,40.70122128,-74.01234218,South St & Whitehall St,259
551,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,353
552,40.71146364,-74.00552427,Spruce St & Nassau St,224
553,40.646678,-74.016263,SSP Tech Workshop,3040
554,40.70877084,-73.95095259,Stagg St & Union Ave,3077
555,40.72229346,-73.99147535,Stanton St & Chrystie St,265
556,40.71782143,-73.97628939,Stanton St & Mangin St,341
557,40.68926942,-73.98912867,State St & Smith St,310
558,40.71307916,-73.99851193,St James Pl & Oliver St,308
559,40.71117416,-74.00016545,St James Pl & Pearl St,82
560,40.72779126,-73.98564945,St Marks Pl & 1 Ave,438
561,40.7284186,-73.98713956,St Marks Pl & 2 Ave,236
562,40.72066442,-73.98517977,Suffolk St & Stanton St,410
563,40.73047747,-73.99906065,Sullivan St & Washington Sq,336
564,40.69622937,-73.94371094,Throop Ave & Myrtle Ave,3061
565,40.69957608,-73.94708417,Tompkins Ave & Hopkins St,3066
566,40.7160751,-73.952029,Union Ave & Jackson St,3088
567,40.71924,-73.95242,Union Ave & N 12 St,3096
568,40.70029511,-73.95032283,Union Ave & Wallabout St,3065
569,40.7182113,-74.0836394,Union St,3191
570,40.6772744,-73.98282002,Union St & 4 Ave,3335
571,40.73492695,-73.99200509,University Pl & E 14 St,382
572,40.7314372408523,-73.9949034154415,University Pl & E 8 St,3244
573,40.6773429,-74.01275056,Van Brunt St & Wolcott St,3347
574,40.71848892,-74.047726625,Van Vorst Park,3213
575,40.74232744,-73.95411749,Vernon Blvd & 50 Ave,3119
576,40.6803560840434,-73.9476791024208,Verona Pl & Fulton St,3249
577,40.7153379,-74.01658354,Vesey Pl & River Terrace,327
578,40.7973721,-73.97041192,W 100 St & Broadway,3350
579,40.795,-73.9645,W 100 St & Manhattan Ave,3328
580,40.7989937,-73.9662173778,W 104 St & Amsterdam Ave,3316
581,40.8008363,-73.9664492472,W 106 St & Amsterdam Ave,3357
582,40.7981856,-73.9605909006,W 106 St & Central Park West,3323
583,40.7997568,-73.9621128676,W 107 St & Columbus Ave,3343
584,40.73532427,-73.99800419,W 11 St & 6 Ave,254
585,40.73543934,-73.99453948,W 13 St & 5 Ave,253
586,40.73649403,-73.99704374,W 13 St & 6 Ave,345
587,40.73781509,-73.99994661,W 13 St & 7 Ave,223
588,40.7399735410341,-74.0051387250423,W 13 St & Hudson St,3224
589,40.74195138,-74.00803013,W 14 St & The High Line,225
590,40.73935542,-73.99931783,W 15 St & 7 Ave,482
591,40.74334935,-74.00681753,W 16 St & The High Line,212
592,40.74177603,-74.00149746,W 17 St & 8 Ave,116
593,40.73971301,-73.99456405,W 18 St & 6 Ave,168
594,40.746745,-74.007756,W 20 St & 11 Ave,459
595,40.74238787,-73.99726235,W 20 St & 7 Ave,334
596,40.74345335,-74.00004031,W 20 St & 8 Ave,470
597,40.74173969,-73.99415556,W 21 St & 6 Ave,435
598,40.74691959,-74.00451887,W 22 St & 10 Ave,462
599,40.74475148,-73.99915362,W 22 St & 8 Ave,453
600,40.74487634,-73.99529885,W 24 St & 7 Ave,446
601,40.74395411,-73.99144871,W 25 St & 6 Ave,466
602,40.749717753,-74.002950346,W 26 St & 10 Ave,388
603,40.74734825,-73.99723551,W 26 St & 8 Ave,494
604,40.7501815632568,-74.0021842718124,W 27 St & 10 Ave,3258
605,40.746647,-73.993915,W 27 St & 7 Ave,442
606,40.7500727,-73.99839279,W 29 St & 9 Ave,512
607,40.749156,-73.9916,W 31 St & 7 Ave,379
608,40.75019995,-73.99093085,W 33 St & 7 Ave,492
609,40.75594159,-74.0021163,W 34 St & 11 Ave,525
610,40.75660359,-73.9979009,W 37 St & 10 Ave,448
611,40.75038009,-73.98338988,W 37 St & 5 Ave,485
612,40.75466591,-73.99138152,W 38 St & 8 Ave,523
613,40.75645824,-73.99372222,W 39 St & 9 Ave,488
614,40.75640548,-73.9900262,W 41 St & 8 Ave,477
615,40.7575699,-73.99098507,W 42 St & 8 Ave,529
616,40.7589848139963,-73.9937996864319,W 42 St & Dyer Ave,3236
617,40.76009437,-73.99461843,W 43 St & 10 Ave,515
618,40.75527307,-73.98316936,W 43 St & 6 Ave,524
619,40.75500254,-73.98014437,W 44 St & 5 Ave,484
620,40.7568001,-73.98291153,W 45 St & 6 Ave,493
621,40.75929124,-73.98859651,W 45 St & 8 Ave,2021
622,40.76341379,-73.99667444,W 46 St & 11 Ave,508
623,40.76269882,-73.99301222,W 47 St & 10 Ave,495
624,40.76227205,-73.98788205,W 49 St & 8 Ave,450
625,40.73401143,-74.00293877,W 4 St & 7 Ave S,380
626,40.7606597,-73.98042047,W 51 St & 6 Ave,510
627,40.76727216,-73.99392888,W 52 St & 11 Ave,72
628,40.75992262,-73.97648516,W 52 St & 5 Ave,520
629,40.76461837,-73.98789473,W 52 St & 9 Ave,449
630,40.76669671,-73.99061728,W 53 St & 10 Ave,480
631,40.76584941,-73.98690506,W 54 St & 9 Ave,423
632,40.768254,-73.988639,W 56 St & 10 Ave,513
633,40.76340613,-73.97722479,W 56 St & 6 Ave,352
634,40.770513,-73.988038,W 59 St & 10 Ave,422
635,40.77163851,-73.98261428,W 63 St & Broadway,3158
636,40.77452835,-73.98753759,W 64 St & West End Ave,3176
637,40.77492513,-73.98266566,W 67 St & Broadway,3159
638,40.77748046,-73.98288594,W 70 St & Amsterdam Ave,3175
639,40.7785669,-73.97754961,W 74 St & Columbus Ave,3172
640,40.7801839724239,-73.9772853255272,W 76 St & Columbus Ave,3161
641,40.78339981,-73.98093133,W 78 St & Broadway,3162
642,40.78275,-73.97137,W 82 St & Central Park West,3226
643,40.7867947,-73.977112,W 84 St & Broadway,3177
644,40.78499979,-73.97283406,W 84 St & Columbus Ave,3170
645,40.78839,-73.9747,W 87 St  & Amsterdam Ave,3285
646,40.790261,-73.977131,W 87 St & West End Ave,3287
647,40.7902541733042,-73.9771834015846,W 88 St & West End Ave,3434
648,40.7882213,-73.97041561,W 89 St & Columbus Ave,3283
649,40.7901794809508,-73.9728891849518,W 90 St & Amsterdam Ave,3289
650,40.7921,-73.9739,W 92 St & Broadway,3293
651,40.7937704,-73.971888,W 95 St & Broadway,3314
652,40.7211236,-74.03805095,Warren St,3187
653,40.71473993,-74.00910627,Warren St & Church St,152
654,40.686371,-73.99383324,Warren St & Court St,3298
655,40.68650065,-73.96563307,Washington Ave & Greene Ave,275
656,40.69610226,-73.96751037,Washington Ave & Park Ave,313
657,40.6917823,-73.9737299,Washington Park,262
658,40.73224119,-74.00026394,Washington Pl & 6 Ave,369
659,40.72903917,-73.99404649,Washington Pl & Broadway,335
660,40.73049393,-73.9957214,Washington Square E,294
661,40.739323,-74.008119,Washington St & Gansevoort St,405
662,40.70255065,-74.0127234,Water - Whitehall Plaza,534
663,40.72405549,-74.00965965,Watts St & Greenwich St,328
664,40.72490985,-74.00154702,W Broadway & Spring St,348
665,40.6610633719006,-73.9794525504112,West Drive & Prospect Park West,3423
666,40.8021174,-73.9681805305,West End Ave & W 107 St,3366
667,40.7941654,-73.974124,West End Ave & W 94 St,3307
668,40.714402,-74.0887723,West Side Light Rail,3189
669,40.71754834,-74.01322069,West St & Chambers St,426
670,40.70834698,-74.01713445,West Thames St,363
671,40.70717936,-74.00887308,William St & Pine St,360
672,40.69196035,-73.96536851,Willoughby Ave & Hall St,244
673,40.69425403,-73.94626915,Willoughby Ave & Tompkins Ave,3060
674,40.69331716,-73.95381995,Willoughby Ave & Walworth St,373
675,40.69196566,-73.9813018,Willoughby St & Fleet St,239
676,40.6753274,-74.0100698,Wolcott St & Dwight St,3340
677,40.6827549,-73.98258555,Wyckoff St & 3 Ave,3413
678,40.716887,-73.963198,Wythe Ave & Metropolitan Ave,2002
679,40.686931,-74.016966,Yankee Ferry Terminal,3182
680,40.7014851,-73.98656928,York St & Jay St,430
