,startstationname,startstationlatitude,startstationlongitude,endstationname,endstationlatitude,endstationlongitude,probs
16308,E 11 St & 1 Ave,40.72953837,-73.98426726,Broadway & E 14 St,40.72708584,-73.95299117,0.7279819439372476
16338,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Broadway & E 14 St,40.72708584,-73.95299117,0.7624681889772498
16378,E 20 St & 2 Ave,40.73587678,-73.98205027,Broadway & E 14 St,40.72708584,-73.95299117,0.9116829129315525
16474,W 22 St & 10 Ave,40.74691959,-74.00451887,Broadway & E 14 St,40.72708584,-73.95299117,0.961747356537638
16520,Allen St & Rivington St,40.72019576,-73.98997825,Broadway & E 14 St,40.72708584,-73.95299117,0.7559894105418414
16549,E 6 St & Avenue B,40.72453734,-73.98185424,Broadway & E 14 St,40.72708584,-73.95299117,0.8022217713141261
16640,W 26 St & 8 Ave,40.74734825,-73.99723551,Broadway & E 14 St,40.72708584,-73.95299117,0.9609850549232345
16827,Washington St & Gansevoort St,40.739323,-74.008119,Broadway & E 14 St,40.72708584,-73.95299117,0.13614785922689177
16898,E 32 St & Park Ave,40.745712100000006,-73.98194829,Broadway & E 14 St,40.72708584,-73.95299117,0.4157542862199034
16913,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.6370180885158383
16956,E 11 St & 1 Ave,40.72953837,-73.98426726,Broadway & E 14 St,40.72708584,-73.95299117,0.933707618976602
16963,Elizabeth St & Hester St,40.717290000000006,-73.996375,Broadway & E 14 St,40.72708584,-73.95299117,0.6912744892924637
17038,E 11 St & 2 Ave,40.73047309,-73.98672378,Broadway & E 14 St,40.72708584,-73.95299117,0.15864708816832207
17056,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.6679137779527415
17090,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.3905386997364281
17124,E 20 St & 2 Ave,40.73587678,-73.98205027,Broadway & E 14 St,40.72708584,-73.95299117,0.23900139817187216
17171,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.6774957268430367
17174,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.18396446971259584
17183,Cleveland Pl & Spring St,40.722103786686,-73.997249007225,Broadway & E 14 St,40.72708584,-73.95299117,0.13496896981198703
17256,Lafayette St & Jersey St,40.72456089,-73.99565293,Broadway & E 14 St,40.72708584,-73.95299117,0.8094964216882626
17271,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,Broadway & E 14 St,40.72708584,-73.95299117,0.4234562091945576
17275,W 17 St & 8 Ave,40.74177603,-74.00149746,Broadway & E 14 St,40.72708584,-73.95299117,0.6576126511252327
17292,E 14 St & Avenue B,40.72938685,-73.97772429,Broadway & E 14 St,40.72708584,-73.95299117,0.8136583343707668
17365,E 20 St & FDR Drive,40.73314259,-73.97573881,Broadway & E 14 St,40.72708584,-73.95299117,0.7980682720021647
17444,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.21705020899878436
17449,Great Jones St,40.72743423,-73.99379025,Broadway & E 14 St,40.72708584,-73.95299117,0.817651962238173
17473,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.7936142647041893
17476,Lafayette St & Jersey St,40.72456089,-73.99565293,Broadway & E 14 St,40.72708584,-73.95299117,0.9710281782485761
17479,W 13 St & 6 Ave,40.73649403,-73.99704374,Broadway & E 14 St,40.72708584,-73.95299117,0.7376977558181856
17503,Greenwich St & Warren St,40.71542197,-74.01121978,Broadway & E 14 St,40.72708584,-73.95299117,0.6839631862713424
17527,E 23 St & 1 Ave,40.736502,-73.97809472,Broadway & E 14 St,40.72708584,-73.95299117,0.2743657592786162
17542,Little West St & 1 Pl,40.70569254,-74.01677685,Broadway & E 14 St,40.72708584,-73.95299117,0.8256319425432355
17685,11 Ave & W 27 St,40.751396,-74.00522600000001,Broadway & E 14 St,40.72708584,-73.95299117,0.7868415799621731
17703,South End Ave & Liberty St,40.711512,-74.01575600000001,Broadway & E 14 St,40.72708584,-73.95299117,0.36514763793572025
17737,E 4 St & 2 Ave,40.726280700000004,-73.98978041,Broadway & E 14 St,40.72708584,-73.95299117,0.013309023500596595
17744,E 20 St & 2 Ave,40.73587678,-73.98205027,Broadway & E 14 St,40.72708584,-73.95299117,0.49625679618752194
17747,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.6563924042660488
17760,Greenwich Ave & Charles St,40.735238,-74.000271,Broadway & E 14 St,40.72708584,-73.95299117,0.43999423920726777
17782,Broadway & W 24 St,40.742354299999995,-73.98915076,Broadway & E 14 St,40.72708584,-73.95299117,0.053263562841084466
17823,E 17 St & Broadway,40.73704984,-73.99009296,Broadway & E 14 St,40.72708584,-73.95299117,0.4491445932632835
18014,Carmine St & 6 Ave,40.73038599,-74.00214988,Broadway & E 14 St,40.72708584,-73.95299117,0.7226591192938577
18025,Lafayette St & Jersey St,40.72456089,-73.99565293,Broadway & E 14 St,40.72708584,-73.95299117,0.3445313607094693
18050,W 38 St & 8 Ave,40.75466591,-73.99138152,Broadway & E 14 St,40.72708584,-73.95299117,0.8030417225515016
18066,Cleveland Pl & Spring St,40.722103786686,-73.997249007225,Broadway & E 14 St,40.72708584,-73.95299117,0.4221708500497835
18076,W 20 St & 7 Ave,40.74238787,-73.99726235,Broadway & E 14 St,40.72708584,-73.95299117,0.45637457146854754
18180,Broadway & E 22 St,40.740343200000005,-73.98955109,Broadway & E 14 St,40.72708584,-73.95299117,0.6522424018987003
18218,St Marks Pl & 1 Ave,40.72779126,-73.98564945,Broadway & E 14 St,40.72708584,-73.95299117,0.26380720967335014
18232,Canal St & Rutgers St,40.71427487,-73.98990025,Broadway & E 14 St,40.72708584,-73.95299117,0.7642835488406305
18312,E 4 St & 2 Ave,40.726280700000004,-73.98978041,Broadway & E 14 St,40.72708584,-73.95299117,0.6922891949490843
18338,E 12 St & 3 Ave,40.73223272,-73.98889957,Broadway & E 14 St,40.72708584,-73.95299117,0.6343877827727136
18377,Elizabeth St & Hester St,40.717290000000006,-73.996375,Broadway & E 14 St,40.72708584,-73.95299117,0.9071983124788885
18410,E 11 St & 1 Ave,40.72953837,-73.98426726,Broadway & E 14 St,40.72708584,-73.95299117,0.592445566336001
18499,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.29076489564180097
18641,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.3611399752911323
18642,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.6420317083446142
18643,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.5803482662956178
18644,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.6072265744616767
18751,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.7264333972387904
18782,E 20 St & 2 Ave,40.73587678,-73.98205027,Broadway & E 14 St,40.72708584,-73.95299117,0.1868425524909626
18841,E 4 St & 2 Ave,40.726280700000004,-73.98978041,Broadway & E 14 St,40.72708584,-73.95299117,0.9671406784517406
18854,St Marks Pl & 1 Ave,40.72779126,-73.98564945,Broadway & E 14 St,40.72708584,-73.95299117,0.4479082947045886
18869,E 9 St & Avenue C,40.72521311,-73.97768752,Broadway & E 14 St,40.72708584,-73.95299117,0.711232763438822
18953,Pershing Square North,40.751872999999996,-73.97770600000001,Broadway & E 14 St,40.72708584,-73.95299117,0.5769857180661314
18957,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.10368857467704917
18962,1 Ave & E 30 St,40.74144387,-73.97536082,Broadway & E 14 St,40.72708584,-73.95299117,0.26580635423651966
18964,9 Ave & W 18 St,40.74317449,-74.00366443,Broadway & E 14 St,40.72708584,-73.95299117,0.04018552679821219
18965,E 14 St & Avenue B,40.72938685,-73.97772429,Broadway & E 14 St,40.72708584,-73.95299117,0.6021412676678776
19018,E 11 St & 2 Ave,40.73047309,-73.98672378,Broadway & E 14 St,40.72708584,-73.95299117,0.2893679538835193
19023,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.3410502088003765
19032,Great Jones St,40.72743423,-73.99379025,Broadway & E 14 St,40.72708584,-73.95299117,0.33658256131130326
19126,E 14 St & Avenue B,40.72938685,-73.97772429,Broadway & E 14 St,40.72708584,-73.95299117,0.7892125394914912
19178,Broadway & E 14 St,40.73454567,-73.99074142,Broadway & E 14 St,40.72708584,-73.95299117,0.3499814866069024
19217,St Marks Pl & 1 Ave,40.72779126,-73.98564945,Broadway & E 14 St,40.72708584,-73.95299117,0.11534730591429931
19311,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,Broadway & E 14 St,40.72708584,-73.95299117,0.9368921790293089
19324,E 6 St & Avenue B,40.72453734,-73.98185424,Broadway & E 14 St,40.72708584,-73.95299117,0.24321528087363553
19370,Broadway & E 22 St,40.740343200000005,-73.98955109,Broadway & E 14 St,40.72708584,-73.95299117,0.7362248688629073
19396,Pershing Square North,40.751872999999996,-73.97770600000001,Broadway & E 14 St,40.72708584,-73.95299117,0.9020442082316715
19398,St Marks Pl & 2 Ave,40.7284186,-73.98713956,Broadway & E 14 St,40.72708584,-73.95299117,0.6785308702237743
19409,Stanton St & Chrystie St,40.72229346,-73.99147535,Broadway & E 14 St,40.72708584,-73.95299117,0.7800105871552578
19442,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.030128066934269726
19451,E 17 St & Broadway,40.73704984,-73.99009296,Broadway & E 14 St,40.72708584,-73.95299117,0.4063454045121351
19454,Great Jones St,40.72743423,-73.99379025,Broadway & E 14 St,40.72708584,-73.95299117,0.09362852810502098
19560,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.1533841564925702
19680,Lexington Ave & E 24 St,40.74025878,-73.98409214,Broadway & E 14 St,40.72708584,-73.95299117,0.9245124071854449
19725,W 38 St & 8 Ave,40.75466591,-73.99138152,Broadway & E 14 St,40.72708584,-73.95299117,0.48394626375483574
19819,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,Broadway & E 14 St,40.72708584,-73.95299117,0.4256885169390262
19968,6 Ave & W 33 St,40.74901271,-73.98848395,Broadway & E 14 St,40.72708584,-73.95299117,0.7684430992330556
19976,E 11 St & 2 Ave,40.73047309,-73.98672378,Broadway & E 14 St,40.72708584,-73.95299117,0.29353499269581595
20063,Barrow St & Hudson St,40.73172428,-74.00674436,Broadway & E 14 St,40.72708584,-73.95299117,0.7876323958551524
20127,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.6987776172081398
20169,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,Broadway & E 14 St,40.72708584,-73.95299117,0.35911781225493333
20224,E 14 St & Avenue B,40.72938685,-73.97772429,Broadway & E 14 St,40.72708584,-73.95299117,0.23770534903782403
20302,E 9 St & Avenue C,40.72521311,-73.97768752,Broadway & E 14 St,40.72708584,-73.95299117,0.9277167394945965
20311,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.3531949207890296
20325,St Marks Pl & 1 Ave,40.72779126,-73.98564945,Broadway & E 14 St,40.72708584,-73.95299117,0.6048644910027312
20353,E 14 St & Avenue B,40.72938685,-73.97772429,Broadway & E 14 St,40.72708584,-73.95299117,0.008248138164560603
20380,E 6 St & Avenue B,40.72453734,-73.98185424,Broadway & E 14 St,40.72708584,-73.95299117,0.4098305378587861
20389,Pershing Square North,40.751872999999996,-73.97770600000001,Broadway & E 14 St,40.72708584,-73.95299117,0.2572936980337671
20415,E 3 St & 1 Ave,40.72467721,-73.98783413,Broadway & E 14 St,40.72708584,-73.95299117,0.08309272553655866
20437,Suffolk St & Stanton St,40.72066442,-73.98517977,Broadway & E 14 St,40.72708584,-73.95299117,0.1216492137733477
20453,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.9964134506862251
20461,E 11 St & 2 Ave,40.73047309,-73.98672378,Broadway & E 14 St,40.72708584,-73.95299117,0.35706005480538205
20487,Mott St & Prince St,40.72317958,-73.99480012,Broadway & E 14 St,40.72708584,-73.95299117,0.9057536777059572
20519,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.273636391799291
20615,E 14 St & Avenue B,40.72938685,-73.97772429,Broadway & E 14 St,40.72708584,-73.95299117,0.48032992626750914
20668,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.8408489854960695
20682,W 13 St & Hudson St,40.739973541034104,-74.0051387250423,Broadway & E 14 St,40.72708584,-73.95299117,0.29798796909406744
20698,Stanton St & Chrystie St,40.72229346,-73.99147535,Broadway & E 14 St,40.72708584,-73.95299117,0.06771981080963085
20704,Elizabeth St & Hester St,40.717290000000006,-73.996375,Broadway & E 14 St,40.72708584,-73.95299117,0.3995952680125776
20782,Lafayette St & Jersey St,40.72456089,-73.99565293,Broadway & E 14 St,40.72708584,-73.95299117,0.3063321112349996
20835,W 38 St & 8 Ave,40.75466591,-73.99138152,Broadway & E 14 St,40.72708584,-73.95299117,0.012749403165296158
20852,W 13 St & 6 Ave,40.73649403,-73.99704374,Broadway & E 14 St,40.72708584,-73.95299117,0.3446284005594369
20873,W 13 St & 6 Ave,40.73649403,-73.99704374,Broadway & E 14 St,40.72708584,-73.95299117,0.2175296523413257
20880,Mott St & Prince St,40.72317958,-73.99480012,Broadway & E 14 St,40.72708584,-73.95299117,0.43579358209776453
20971,1 Ave & E 30 St,40.74144387,-73.97536082,Broadway & E 14 St,40.72708584,-73.95299117,0.8910134327434874
21082,E 16 St & 5 Ave,40.73726186,-73.99238967,Broadway & E 14 St,40.72708584,-73.95299117,0.5724977784265054
21086,Allen St & Rivington St,40.72019576,-73.98997825,Broadway & E 14 St,40.72708584,-73.95299117,0.029266082700305063
21149,Lexington Ave & E 24 St,40.74025878,-73.98409214,Broadway & E 14 St,40.72708584,-73.95299117,0.7600531108166607
21193,Broadway & E 14 St,40.73454567,-73.99074142,Broadway & E 14 St,40.72708584,-73.95299117,0.24535571972217518
21208,E 11 St & 2 Ave,40.73047309,-73.98672378,Broadway & E 14 St,40.72708584,-73.95299117,0.5614864176370913
21214,W 13 St & Hudson St,40.739973541034104,-74.0051387250423,Broadway & E 14 St,40.72708584,-73.95299117,0.17593304094666296
21236,Barrow St & Hudson St,40.73172428,-74.00674436,Broadway & E 14 St,40.72708584,-73.95299117,0.6678876055887483
21323,E 11 St & 1 Ave,40.72953837,-73.98426726,Broadway & E 14 St,40.72708584,-73.95299117,0.4059220422841545
21356,Elizabeth St & Hester St,40.717290000000006,-73.996375,Broadway & E 14 St,40.72708584,-73.95299117,0.9715776486549613
21449,Broadway & E 14 St,40.73454567,-73.99074142,Broadway & E 14 St,40.72708584,-73.95299117,0.3426639263519854
21540,Washington St & Gansevoort St,40.739323,-74.008119,Broadway & E 14 St,40.72708584,-73.95299117,0.6986879926122679
21842,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.99767854852198
21935,E 9 St & Avenue C,40.72521311,-73.97768752,Broadway & E 14 St,40.72708584,-73.95299117,0.6597580711442491
21953,E 3 St & 1 Ave,40.72467721,-73.98783413,Broadway & E 14 St,40.72708584,-73.95299117,0.7562639527015741
21988,St Marks Pl & 1 Ave,40.72779126,-73.98564945,Broadway & E 14 St,40.72708584,-73.95299117,0.6764935083984772
22002,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.28767413014069143
22029,E 20 St & 2 Ave,40.73587678,-73.98205027,Broadway & E 14 St,40.72708584,-73.95299117,0.9404545194876661
22032,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.9376726140112394
22040,Mott St & Prince St,40.72317958,-73.99480012,Broadway & E 14 St,40.72708584,-73.95299117,0.5067910119759682
22086,West Thames St,40.70834698,-74.01713445,Broadway & E 14 St,40.72708584,-73.95299117,0.39436554431647397
22091,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.12682467232420191
22175,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Broadway & E 14 St,40.72708584,-73.95299117,0.6688691561875832
22247,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.07644864807350371
22248,E 17 St & Broadway,40.73704984,-73.99009296,Broadway & E 14 St,40.72708584,-73.95299117,0.0270678950802532
22302,South End Ave & Liberty St,40.711512,-74.01575600000001,Broadway & E 14 St,40.72708584,-73.95299117,0.43436155903847395
22316,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.5415371381378343
22320,1 Ave & E 68 St,40.76500525,-73.95818491,Broadway & E 14 St,40.72708584,-73.95299117,0.45836195495000476
22349,E 6 St & Avenue B,40.72453734,-73.98185424,Broadway & E 14 St,40.72708584,-73.95299117,0.46101885232476447
22354,Great Jones St,40.72743423,-73.99379025,Broadway & E 14 St,40.72708584,-73.95299117,0.40141172808648684
22355,W 21 St & 6 Ave,40.74173969,-73.99415556,Broadway & E 14 St,40.72708584,-73.95299117,0.214431758636642
22422,E 11 St & 1 Ave,40.72953837,-73.98426726,Broadway & E 14 St,40.72708584,-73.95299117,0.3250152492461713
22510,St Marks Pl & 1 Ave,40.72779126,-73.98564945,Broadway & E 14 St,40.72708584,-73.95299117,0.45415725799132867
22528,W 15 St & 7 Ave,40.73935542,-73.99931783,Broadway & E 14 St,40.72708584,-73.95299117,0.6706357927405915
22556,W 25 St & 6 Ave,40.74395411,-73.99144871,Broadway & E 14 St,40.72708584,-73.95299117,0.4698738739716155
22568,St Marks Pl & 2 Ave,40.7284186,-73.98713956,Broadway & E 14 St,40.72708584,-73.95299117,0.13065532410314085
22592,W 20 St & 11 Ave,40.746745000000004,-74.007756,Broadway & E 14 St,40.72708584,-73.95299117,0.059689653077196425
22686,E 23 St & 1 Ave,40.736502,-73.97809472,Broadway & E 14 St,40.72708584,-73.95299117,0.4458287956704544
22714,W 17 St & 8 Ave,40.74177603,-74.00149746,Broadway & E 14 St,40.72708584,-73.95299117,0.7140046410780024
22845,6 Ave & W 33 St,40.74901271,-73.98848395,Broadway & E 14 St,40.72708584,-73.95299117,0.9551569806327362
22962,W 13 St & Hudson St,40.739973541034104,-74.0051387250423,Broadway & E 14 St,40.72708584,-73.95299117,0.4183641375668974
22970,W 26 St & 8 Ave,40.74734825,-73.99723551,Broadway & E 14 St,40.72708584,-73.95299117,0.7440566501335801
23006,Cleveland Pl & Spring St,40.722103786686,-73.997249007225,Broadway & E 14 St,40.72708584,-73.95299117,0.28398489895442525
23045,W 15 St & 7 Ave,40.73935542,-73.99931783,Broadway & E 14 St,40.72708584,-73.95299117,0.8629846004278577
23047,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,Broadway & E 14 St,40.72708584,-73.95299117,0.26434438692675477
23077,W Broadway & Spring St,40.72490985,-74.00154702,Broadway & E 14 St,40.72708584,-73.95299117,0.09758919967815527
23115,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,Broadway & E 14 St,40.72708584,-73.95299117,0.03197719218056416
23296,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.5005614809687511
23330,Lafayette St & Jersey St,40.72456089,-73.99565293,Broadway & E 14 St,40.72708584,-73.95299117,0.07007370756633935
23400,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Broadway & E 14 St,40.72708584,-73.95299117,0.8630695829382813
23480,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.5672503546050983
23481,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.642566100483669
23555,Allen St & Stanton St,40.722055,-73.989111,Broadway & E 14 St,40.72708584,-73.95299117,0.9521740075013219
23590,5 Ave & E 29 St,40.7451677,-73.98683077,Broadway & E 14 St,40.72708584,-73.95299117,0.8804542653519215
23596,W 15 St & 7 Ave,40.73935542,-73.99931783,Broadway & E 14 St,40.72708584,-73.95299117,0.21243942434882568
23610,E 3 St & 1 Ave,40.72467721,-73.98783413,Broadway & E 14 St,40.72708584,-73.95299117,0.21688981787360584
23645,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.42440047288906524
23656,E 20 St & FDR Drive,40.73314259,-73.97573881,Broadway & E 14 St,40.72708584,-73.95299117,0.7005381978935977
23671,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.2257714813829793
23676,E 20 St & 2 Ave,40.73587678,-73.98205027,Broadway & E 14 St,40.72708584,-73.95299117,0.3477207006496925
23693,E 6 St & Avenue B,40.72453734,-73.98185424,Broadway & E 14 St,40.72708584,-73.95299117,0.44411380577182624
23694,Mott St & Prince St,40.72317958,-73.99480012,Broadway & E 14 St,40.72708584,-73.95299117,0.4268900503574543
23744,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.6400038919212633
23768,Allen St & Stanton St,40.722055,-73.989111,Broadway & E 14 St,40.72708584,-73.95299117,0.0328714521747584
23780,Stanton St & Chrystie St,40.72229346,-73.99147535,Broadway & E 14 St,40.72708584,-73.95299117,0.6521211135811467
23815,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.5431171858505803
23894,Mott St & Prince St,40.72317958,-73.99480012,Broadway & E 14 St,40.72708584,-73.95299117,0.4155801206987213
23989,Allen St & Hester St,40.71605866,-73.99190759,Broadway & E 14 St,40.72708584,-73.95299117,0.8151526494611566
24003,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,Broadway & E 14 St,40.72708584,-73.95299117,0.6826586663248069
24015,E 32 St & Park Ave,40.745712100000006,-73.98194829,Broadway & E 14 St,40.72708584,-73.95299117,0.33516198672763897
24020,W 18 St & 6 Ave,40.73971301,-73.99456405,Broadway & E 14 St,40.72708584,-73.95299117,0.32362772308470467
24057,Bank St & Hudson St,40.73652889,-74.00618026,Broadway & E 14 St,40.72708584,-73.95299117,0.5282616531326485
24094,W 15 St & 7 Ave,40.73935542,-73.99931783,Broadway & E 14 St,40.72708584,-73.95299117,0.04623782264179599
24185,Pershing Square North,40.751872999999996,-73.97770600000001,Broadway & E 14 St,40.72708584,-73.95299117,0.6619112315725895
24445,Broadway & W 29 St,40.7462009,-73.98855723,Broadway & E 14 St,40.72708584,-73.95299117,0.012434562620475487
24564,Greenwich Ave & Charles St,40.735238,-74.000271,Broadway & E 14 St,40.72708584,-73.95299117,0.920587981464783
24567,W 38 St & 8 Ave,40.75466591,-73.99138152,Broadway & E 14 St,40.72708584,-73.95299117,0.708611347012993
24812,Washington St & Gansevoort St,40.739323,-74.008119,Broadway & E 14 St,40.72708584,-73.95299117,0.3448179352449694
24861,Carmine St & 6 Ave,40.73038599,-74.00214988,Broadway & E 14 St,40.72708584,-73.95299117,0.004599169249841051
24862,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,Broadway & E 14 St,40.72708584,-73.95299117,0.4859774774785094
24873,Broadway & E 22 St,40.740343200000005,-73.98955109,Broadway & E 14 St,40.72708584,-73.95299117,0.5650183002796599
24892,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.9321741319335244
24911,W 16 St & The High Line,40.74334935,-74.00681753,Broadway & E 14 St,40.72708584,-73.95299117,0.13022735258732232
24964,Great Jones St,40.72743423,-73.99379025,Broadway & E 14 St,40.72708584,-73.95299117,0.5375287481916028
25008,St Marks Pl & 1 Ave,40.72779126,-73.98564945,Broadway & E 14 St,40.72708584,-73.95299117,0.801839080279024
25104,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,Broadway & E 14 St,40.72708584,-73.95299117,0.21288742781002767
25114,University Pl & E 14 St,40.73492695,-73.99200509,Broadway & E 14 St,40.72708584,-73.95299117,0.8702503415632965
25146,St Marks Pl & 1 Ave,40.72779126,-73.98564945,Broadway & E 14 St,40.72708584,-73.95299117,0.7921843919809344
25148,E 32 St & Park Ave,40.745712100000006,-73.98194829,Broadway & E 14 St,40.72708584,-73.95299117,0.8810523478445603
25167,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.3533431100346299
25169,MacDougal St & Prince St,40.72710258,-74.00297088,Broadway & E 14 St,40.72708584,-73.95299117,0.2779855905200126
25213,Allen St & Stanton St,40.722055,-73.989111,Broadway & E 14 St,40.72708584,-73.95299117,0.2679602990833537
25292,E 20 St & 2 Ave,40.73587678,-73.98205027,Broadway & E 14 St,40.72708584,-73.95299117,0.4644051028967896
25297,E 9 St & Avenue C,40.72521311,-73.97768752,Broadway & E 14 St,40.72708584,-73.95299117,0.9960787848789291
25324,E 14 St & Avenue B,40.72938685,-73.97772429,Broadway & E 14 St,40.72708584,-73.95299117,0.15607331747722586
25352,Allen St & Rivington St,40.72019576,-73.98997825,Broadway & E 14 St,40.72708584,-73.95299117,0.37017326177132226
25364,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.13498730993809516
25366,E 20 St & 2 Ave,40.73587678,-73.98205027,Broadway & E 14 St,40.72708584,-73.95299117,0.12982267076788878
25401,Mott St & Prince St,40.72317958,-73.99480012,Broadway & E 14 St,40.72708584,-73.95299117,0.4238996030495802
25463,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.08769030284833623
25486,1 Ave & E 18 St,40.733812191966294,-73.9805442094803,Broadway & E 14 St,40.72708584,-73.95299117,0.6715029901199742
25518,E 20 St & FDR Drive,40.73314259,-73.97573881,Broadway & E 14 St,40.72708584,-73.95299117,0.9602675298083782
25527,Lafayette St & Jersey St,40.72456089,-73.99565293,Broadway & E 14 St,40.72708584,-73.95299117,0.5718652610286965
25562,E 14 St & Avenue B,40.72938685,-73.97772429,Broadway & E 14 St,40.72708584,-73.95299117,0.4689186555671401
25563,Stanton St & Chrystie St,40.72229346,-73.99147535,Broadway & E 14 St,40.72708584,-73.95299117,0.2743885388108471
25684,E 6 St & Avenue B,40.72453734,-73.98185424,Broadway & E 14 St,40.72708584,-73.95299117,0.8133942861114836
25696,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.714777267816431
25723,Greenwich Ave & Charles St,40.735238,-74.000271,Broadway & E 14 St,40.72708584,-73.95299117,0.28553437493971245
25724,E 10 St & Avenue A,40.72740794,-73.98142006,Broadway & E 14 St,40.72708584,-73.95299117,0.6491833433123018
25743,E 9 St & Avenue C,40.72521311,-73.97768752,Broadway & E 14 St,40.72708584,-73.95299117,0.9420678875458053
25746,Lafayette St & E 8 St,40.73028666,-73.9907647,Broadway & E 14 St,40.72708584,-73.95299117,0.5485071209759707
25756,E 7 St & Avenue A,40.72621788,-73.98379855,Broadway & E 14 St,40.72708584,-73.95299117,0.052289426132054784
